name,한글공항명,code,공항코드2(ICAO),공항운영상태구분
Bom Jesus Vale do Gurgueia Regional Airport,봄 제수스 발레도 구르게아 공항,,SNGG,기존공항
Corrente Airport,코렌테 공항,,SNKR,기존공항
Sobral Airport,소브랄 공항,,SNOB,기존공항
Patrocinio Airport,파트로시니오 공항,,SNPJ,기존공항
Salinas Airport (Brazil),살리나스 공항(브라질),,SNSS,기존공항
Patos Brigadeiro Firmino Ayres Airport,파토스 여단기로 피르미노 아이레스 공항,,SNTS,기존공항
Caxambu Airport,팍삼부 공항,,SNXB,기존공항
Porto Murtinho Airport,포르투 무르티뉴 공항,,SSPM,기존공항
Sao Borja Airport,사오보르자 공항,,SSSB,기존공항
Jatai Airport,자타이 공항,,SWJW,기존공항
Caracarai Airport,카라카라이 공항,,SWQI,기존공항
Robinson Crusoe Airfield,로빈슨 크루소 비행장,,SCIR,기존공항
San Gil Los Pozos Airport,산길로스포조스 공항,,SKSG,기존공항
Ceske Budejovice Airport,체스케 부데호비체 공항,,LKCS,기존공항
Ras Sidr Airport,라스 시드르 공항,,HE45,기존공항
Hurghada El Gouna Airport,후르다 엘 구나 공항,,HEGO,기존공항
Toulouse Francazal Airport,툴루즈 프랑카잘 공항,,LFBF,기존공항
Mestia Queen Tamar Airport,메스티아 퀸 타마르 공항,,UGMS,기존공항
Choluteca Airport,촐레카 공항,,MHCH,기존공항
Chandrapur Airport,찬드라푸르 공항,,VA1B,기존공항
Bokaro Airport,보카로 공항,,VEBK,기존공항
Brahmapur Airport,브라흐마푸르 공항,,VEBM,기존공항
Utkela Airport,우트켈라 공항,,VEUK,기존공항
Aligarh Airport,알리가르 공항,,VIAH,기존공항
Farrukhabad Airport,파루하바드 공항,,VIFB,기존공항
Raebareli Airport,라바렐리 공항,,VIRB,기존공항
Saharanpur Airport,사하라푸르 공항,,VISP,기존공항
Vellore Airport,벨로르 공항,,VOVR,기존공항
Malinau Robert Atty Bessing Airport,말리나우 로버트 아티 베싱 공항,,WALM,기존공항
Sanggu Buntok Airport,상구분톡공항,,WAOU,기존공항
Enggano Island Airport,엥가노 공항,,WIGE,기존공항
Darab Airport,다랍 공항,,OISD,기존공항
Zargan Airport,자르간 공항,,OISO,기존공항
Saravan Airport,사라반 공항,,OIZS,기존공항
Homa Bay Airport,호마베이 공항,,HKHB,기존공항
Isiolo International Airport,이시올로 국제공항,,HKIS,기존공항
Batken Airport,밧켄 공항,,UAFB,기존공항
Kerben Airport,케르벤 공항,,UAFE,기존공항
Isfana Airport,이스파나 공항,,UAFI,기존공항
Jalal-Abad Airport,잘랄아바드 공항,,UAFJ,기존공항
Naryn Airport,나린 공항,,UAFN,기존공항
Karakol International Airport,카라콜 국제공항,,UCFP,기존공항
Jurmala Airport,주르말라 공항,,EVJA,기존공항
Atlangatepec Tlaxcala Airport,아틀랑가테펙 틀락스칼라 공항,,MMTA,기존공항
Casablanca Tit Mellil Airport,카사블랑카 티트멜릴 공항,,GMMT,기존공항
Rukum Salle Airport,루쿰살레 공항,,VNSL,기존공항
Diffa Tandja Mamadou Airport,디파탄자 마마두 공항,,DRZF,기존공항
Birnin Kebbi International Airport,버닌 케비 국제공항,,DNBK,기존공항
Jalingo Airport,잘링고 공항,,DNJA,기존공항
Arendal Airport Gullknapp,아렌달 공항 걸크냅,,ENGK,기존공항
Salto del Guaira Airport,살토델과이라 공항,,SGGR,기존공항
Maasin Panan-awan Airport,마신판아완 공항,,RPSM,기존공항
Lingayen Airport,링가옌 공항,,RPUG,기존공항
Catbalogan Airport,깟발로간 공항,,RPVY,기존공항
Siquijor Airport,시키호르 공항,,RPVZ,기존공항
Czestochowa Rudniki Airport,체스토코와 루드니키 공항,,EPCH,기존공항
Gdynia-Kosakowo Airport,그디니아코사코우 공항,,EPOK,기존공항
Montijo Air Base (Lisbon),몬티조 공군 기지 (리스본),,LPMT,기존공항
Tyopliy Klyuch Airport,티오플리 클류흐 공항,,UEMH,기존공항
Zeya Airport,제야 공항,,UHBE,기존공항
Chumikan Airport,추미칸 공항,,UHHY,기존공항
Palana Airport,팔라나 공항,,UHPL,기존공항
Chara Airport,차라 공항,,UIAR,기존공항
Nizhneangarsk Airport,니즈네가르스크 공항,,UIUN,기존공항
Siverskij Airport,시베르스키 공항,,ULLS,기존공항
Shushenskoye Airport,슈셴코예 공항,,UNAU,기존공항
Biysk Airport,비스크 공항,,UNBI,기존공항
Baykit Airport,베이킷 공항,,UNIB,기존공항
Vanavara Airport,바나바라 공항,,UNIW,기존공항
Krasnoyarsk Cheremshanka Airport,크라스노야르스크 체렘샨카 공항,,UNKM,기존공항
Sharypovo Airport,샤리포보 공항,,UNKO,기존공항
Voronezh Pridacha Airport,보로네시 프리다차 공항,,UUOD,기존공항
Yermolino Airport,예르몰리노 공항,,UUWE,기존공항
Rabigh Airport,라비 공항,,OERB,기존공항
Uzice Ponikve Airport,우지체 포니크베 공항,,LYUZ,기존공항
Seosan Air Base,서산 공군기지,,RKTP,기존공항
Madrid Cuatro Vientos Airport,마드리드 콰트로 비엔토스 공항,,LECU,기존공항
Bjorkvik Airport,비요르키비크 공항,,ESKX,기존공항
Payerne Airport,파예른 공항,,LSMP,기존공항
Khorog Airport,호로그 공항,,UTOD,기존공항
Mbeya Songwe Airport,음베야 쑹웨 공항,,HTGW,기존공항
Remada Airport,레마다 공항,,DTTD,기존공항
Kutahya Airport,구타히야 공항,,LTBN,기존공항
Kerki Airport,케르키 공항,,UTAE,기존공항
Kabale Airport,카발레 공항,,HUKB,기존공항
Severodonetsk Airport,세베로도네츠크 공항,,UKCS,기존공항
Louisville Clark Regional Airport,루이빌 클라크 리저널 공항,,KJVY,기존공항
Nashville John C. Tune Airport,내슈빌 존 C. 튠 공항,,KJWN,기존공항
Sioux County Regional Airport,쑤 군 공항,,KSXK,기존공항
Bridgewater Air Park,브리지워터 에어 파크,,KVBW,기존공항
Montevideo Melilla Airport,몬테비데오 멜리야 공항,,SUAA,기존공항
Zagarzazu International Airport,자가르자즈 국제공항,,SUCM,기존공항
San Carlos Airport (Venezuela),산 카를로스 공항(베네수엘라),,SVCJ,기존공항
Caracas Oscar Machado Zuloaga Airport,카라카스 오스카 마차도 줄로아가 공항,,SVCS,기존공항
La Tortuga Island Airport,라 토르투가 섬 공항,,SVDA,기존공항
Higuerote Airport,이과로테 공항,,SVGH,기존공항
Ahmedabad Dholera International Airport,아메다바드 돌레라 국제공항,,,신규공항
Airglades International Airport,에어글레이즈 국제공항,,,신규공항
Al-Qadisiyah/Diwaniya Airport,알카디시야 디와니야 공항,,,신규공항
Ali-Sabieh Hassan Gouled Aptidon International Airport,알리사비에 하산 굴레드 압티돈 국제공항,,,신규공항
Ankleshwar Airport,앵클슈와르 공항,,,신규공항
Argha Bhagwati Airport,아르가 바그와티 공항,,,신규공항
Baekryeongdo Island Airport,백령도 공항,,,신규공항
Bangabandhu Sheikh Mujib International Airport,방가반두 셰이크 무지브 국제공항,,,신규공항
Bangalore Vijayapura Airport,방갈로르 비자야푸라 공항,,,신규공항
Baoji Airport,바오지 공항,,,신규공항
Barkol Airport,바르콜 공항,,,신규공항
Bayburt Gumushane Airport,베이루트 구무샤네 공항,,,신규공항
Betong Airport,베통 공항,BTZ,,신규공항
Bhogapuram Airport,보가푸람 공항,,,신규공항
Bihta Airport,비타 공항,,,신규공항
Bila Tserkva International Airport,빌라 체르크바 국제공항,,,신규공항
Bokeo International Airport,보케오 국제공항,,,신규공항
Bolgatanga Airport,볼가탕가 공항,,,신규공항
Bozhou Airport,보저우 공항,,,신규공항
Bucharest Constantin Brancusi Airport,브랑쿠시 공항의 부쿠레슈티 콘스탄틴,,,신규공항
Bukidnon Airport,부키드논 공항,,,신규공항
Bukit Malintang Airport,부킷말린탕 공항,,,신규공항
Central Mindanao Airport,센트럴 민다나오 공항,,,신규공항
Chalacatepec Airport,샬라카테펙 공항,,,신규공항
Cheruvally Sabarimala Airport,체루벌리 사바리말라 공항,,,신규공항
Chicago South Suburban Airport (Peotone),시카고 사우스 교외 공항(피토네),,,신규공항
Chikkamagaluru Airport,칙카마갈루 공항,,,신규공항
Chinchero Cusco International Airport,친체로 쿠스코 국제공항,,,신규공항
Chongqing Rongchang Cargo Airport,충칭 룽창 화물공항,,,신규공항
Colina Peldehue Airport,콜리나 펠데휴 공항,,,신규공항
Creel Airport,크릴 공항,,,신규공항
Dalian Jinzhouwan International Airport,다롄 진저우완 국제공항,,,신규공항
Dara Sakor International Airport,다라 사코르 국제공항,DSY,,신규공항
Dong Ha International Airport (Quang Tri Airport),동하 국제공항(꽝트리 공항),,,신규공항
Ebonyi International Airport,에보니 국제공항,,,신규공항
Gadeok Island Airport,가덕도공항,,,신규공항
Guaruja Airport,구아루자 공항,,,신규공항
Guayaquil Daular International Airport,과야킬 다울라 국제공항,,,신규공항
Gwalior Dabra Airport,과리오르 다브라 공항,,,신규공항
Hancheng Heyang Airport,한성허양공항,,,신규공항
Hanthawaddy International Airport,한타와디 국제공항,,,신규공항
Hassan Airport,하산 공항,,,신규공항
Hazaribagh Nawanwan Airport,하자리바흐 나완완완 공항,,,신규공항
Heuksan Airport,흑산공항,,,신규공항
Hoima Kabaale Parish International Airport,호이마 카바레 교구 국제공항,,,신규공항
Honghe Mengzi Airport,훙허멍쯔 공항,,,신규공항
Huelva Cristobal Colon Airport,우엘바 크리스토발 콜론 공항,,,신규공항
Ido Moshood Kashimawo Olawale Abiola Airport,이도 모스후드 카시마워 올라왈레 아비올라 공항,,,신규공항
Jiaxing Airport,자싱 공항,,,신규공항
Jincheng Airport,진청 공항,,,신규공항
Kalumbila Airport,칼룸빌라 공항,,,신규공항
Kangbao Airport,캉바오 공항,,,신규공항
Karaikal Airport,카라이칼 공항,,,신규공항
Karaman Airport,카라만 공항,,,신규공항
Karbala Northeast (Imam Hussein) Airport,카르발라 북동부(이맘 후세인) 공항,,,신규공항
Karwar Airport,카르와르 공항,,,신규공항
Kasteli/New Heraklion Airport,카스텔리/뉴헤라클리온 공항,,LGTL,신규공항
Kediri Airport,케디리 공항,,,신규공항
Khachmaz Airport,카흐마즈 공항,,,신규공항
Khammam Airport,캄맘 공항,,,신규공항
Kigali Bugesera International Airport,키갈리 부게세라 국제공항,,,신규공항
Koh Phangan Airport,고판안 공항,,,신규공항
Kothagudem Airport,코타구뎀 공항,,,신규공항
Kuantan International Airport,관탄 국제공항,,,신규공항
Kulim Airport,쿨림 공항,,,신규공항
Lai Chau Province Airport,라이저우 공항,,,신규공항
Langzhong Airport,랑중 공항,,,신규공항
Lekki-Epe International Airport,레키에페 국제공항,,,신규공항
Leshan Airport,러산 공항,,,신규공항
Levashovo Airport,레바쇼보 공항,,,신규공항
Liaocheng Airport,랴오청 공항,,,신규공항
Lishui Airport,리수이 공항,,,신규공항
Lolak Airport,롤락 공항,,,신규공항
Long Thanh International Airport,롱타인 국제공항,,,신규공항
Longyan Dongxiao Airport,룽옌둥샤오 공항,,,신규공항
Loudi Xinhua Airport,뤄디 신화 공항,,,신규공항
Ludhiana Halwara International Airport,루디아나 할와라 국제공항,,,신규공항
Mamamah Airport,마마마 공항,,,신규공항
Mandi International Airport,만디 국제공항,,,신규공항
Mangochi International Airport,망고치 국제공항,,FWMG,신규공항
Mansehra Airport,만세라 공항,,,신규공항
Maragogi Airport,마라고기 공항,,,신규공항
Mara Airport,마라 공항,,,신규공항
Mecca Al-Faisaliah Airport,메카 알 파이살리아 공항,,,신규공항
Meemu Airport,미무 공항,,,신규공항
Moc Chau Airport,모짜우 공항,,,신규공항
Mondulkiri Airport,몬둘키리 공항,,,신규공항
Musandam Airport,무산담 공항,,,신규공항
Mzuzu Orton Chirwa International Airport,므즈즈 오톤 치르와 국제공항,,,신규공항
Navi Mumbai International Airport,나비 뭄바이 국제공항,,,신규공항
Nekemte Airport,네켐테 공항,,,신규공항
Nellore (Dagadarthi) Airport,넬로레 다가르다르티 공항,,,신규공항
New Addis Ababa International Airport,뉴아디스아바바 국제공항,,,신규공항
New Ahwaz Airport,뉴아와즈 공항,,,신규공항
New Bahrain Airport,신바레인 공항,,,신규공항
New Baku International Airport,신바쿠 국제공항,,,신규공항
New Bhubaneswar Airport,뉴부바네스와르 공항,,,신규공항
New Bintan Airport,신빈탄 공항,,,신규공항
New Bodo Airport,신보도 공항,,,신규공항
New Bushehr Airport,뉴부셰르 공항,,,신규공항
New Busuanga Airport,신부수앙가 공항,,,신규공항
New Cartagena Airport,뉴카르타헤나 공항,,,신규공항
New Caxias do Sul Serra Gacha Airport,뉴 카시아스 두 술 세라 가차 공항,,,신규공항
New Central Polish Airport (Solidarity Transport Hub),신 중앙 폴란드 공항(연대 교통 허브),,,신규공항
New Chah-Bahar Airport,뉴차바하르 공항,,,신규공항
New Chennai Sriperumbudur Airport,뉴 첸나이 스리페룸부두르 공항,,,신규공항
New Chiang Mai Airport,신치앙마이 공항,,,신규공항
New Costa do Descobrimento International Airport,뉴코스타도 데스코브리멘토 국제공항,,,신규공항
New Cotonou Airport,신코토누 공항,,,신규공항
New Daegu Airport,신대구공항,,,신규공항
New Dnipropetrovsk Airport,뉴드니프로페트로우스크 공항,,,신규공항
New Dodoma Msalato International Airport,뉴도마 음살라토 국제공항,,,신규공항
New Dumaguete Airport,뉴두마게테 공항,,,신규공항
New Ekiti Airport,신에키티 공항,,,신규공항
New Fakfak Jacob Pattipi Airport,뉴팩 야콥 파티피 공항,,,신규공항
New Foshan Airport,신포산 공항,,,신규공항
New Greater Delhi Airport/Jewar Noida International Airport,뉴 그레이터델리 공항/제와르 노이다 국제공항,,,신규공항
New Guangzhou Airport,신광저우 공항,,,신규공항
New Gusau Airport,신구사우 공항,,,신규공항
New Gwadar Airport,신과다르 공항,,,신규공항
New Hohhot Airport,뉴호핫 공항,,,신규공항
New Irkutsk Airport,뉴이르쿠츠크 공항,,,신규공항
New Jaipur Shivdaspura Airport,뉴자이푸르 시브다스푸라 공항,,,신규공항
New Jakarta Airport,신자카르타 공항,,,신규공항
New Jamshedpur International Airport/Dhalbhumgarh Airport,뉴잠셰드푸르 국제공항/달붐가르 공항,,,신규공항
New Jata Airport,신자타 공항,,,신규공항
New Jeju Airport,신제주공항,,,신규공항
New Khartoum Airport,뉴하르툼 공항,,,신규공항
New Kunming International Airport,신쿤밍 국제공항,,,신규공항
New Labasa/Vanua Levu International Airport,뉴라바사 바누아레부 국제공항,,,신규공항
New Libreville International Airport,뉴리브빌 국제공항,,,신규공항
New Lisbon (Montijo) Airport,뉴 리스본 (몬티조) 공항.,,,신규공항
New Luanda International Airport,뉴루안다 국제공항,,,신규공항
New Madrid Airport,뉴마드리드 공항,,,신규공항
New Makurdi/Benue Cargo Airport,뉴마쿠르디 베누에 카고 공항,,,신규공항
New Manila International Airport,신 마닐라 국제공항,,,신규공항
New Manizales Aerocafe Airport,뉴마니잘레스 에어로카페 공항,,,신규공항
New Melbourne Airport,뉴멜버른 공항,,,신규공항
New Mentawai Airport,신멘타와이 공항,,,신규공항
New Mo I Rana/Helgeland Arctic Circle Airport,뉴모이 라나/헬란드 북극권 공항,MQN,,신규공항
New Nabire Airport,뉴 나비레 공항,,,신규공항
New Phnom Penh Airport,뉴 프놈펜 공항,,,신규공항
New Phuket International Airport,푸껫 국제공항,,,신규공항
New Porto Alegre Airport,뉴 포르투 알레그레 공항,,,신규공항
New Pune International Airport,뉴푸네 국제공항,,,신규공항
New Rajkot International Airport,뉴라즈콧 국제공항,,,신규공항
New Ras Sidr Airport,뉴라스 시드르 공항,,,신규공항
New Sanya Airport,신산야 공항,,,신규공항
New Shanghai Airport,신상하이 공항,,,신규공항
New Siem Reap-Angkor International Airport,신시엠립앙코르 국제공항,,,신규공항
New Sao Paulo International Airport,신 상파울루 국제공항,,,신규공항
New Tianshui Airport,신톈수이 공항,,,신규공항
New Tioman Airport,뉴티오만 공항,,,신규공항
New Tunis Bizerte Airport,튀니스 비제테 공항,,,신규공항
New Vientiane International Airport,뉴비엔티안 국제공항,,,신규공항
New Whangarei Airport,신황가레이 공항,,,신규공항
New Wuyishan Airport,신우이산 공항,,,신규공항
New Zamboanga International Airport,뉴잠보앙가 국제공항,,,신규공항
New Mudanjiang Airport,신무단장 공항,,,신규공항
